run_name,model,cfg_path,out_dir,status
srm__id057__tr1p5__trefr6__vth0p5__lr0p0008__ig1__wd1em05__h500__L1,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id057__tr1p5__trefr6__vth0p5__lr0p0008__ig1__wd1em05__h500__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id057__tr1p5__trefr6__vth0p5__lr0p0008__ig1__wd1em05__h500__L1,DONE
srm__id058__tr2__trefr8__vth0p7__lr0p001__ig1p2__wd0__h500__L1,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id058__tr2__trefr8__vth0p7__lr0p001__ig1p2__wd0__h500__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id058__tr2__trefr8__vth0p7__lr0p001__ig1p2__wd0__h500__L1,DONE
srm__id059__tr1p5__trefr6__vth1__lr0p0008__ig1p2__wd0__h500__L1,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id059__tr1p5__trefr6__vth1__lr0p0008__ig1p2__wd0__h500__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id059__tr1p5__trefr6__vth1__lr0p0008__ig1p2__wd0__h500__L1,DONE
srm__id060__tr4__trefr12__vth0p7__lr0p001__ig0p8__wd0p0001__h384__L2,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id060__tr4__trefr12__vth0p7__lr0p001__ig0p8__wd0p0001__h384__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id060__tr4__trefr12__vth0p7__lr0p001__ig0p8__wd0p0001__h384__L2,DONE
srm__id061__tr1p5__trefr6__vth0p7__lr0p001__ig1p5__wd0p0001__h256__L1,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id061__tr1p5__trefr6__vth0p7__lr0p001__ig1p5__wd0p0001__h256__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id061__tr1p5__trefr6__vth0p7__lr0p001__ig1p5__wd0p0001__h256__L1,DONE
srm__id062__tr3__trefr12__vth0p5__lr0p001__ig1__wd1em05__h256__L2,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id062__tr3__trefr12__vth0p5__lr0p001__ig1__wd1em05__h256__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id062__tr3__trefr12__vth0p5__lr0p001__ig1__wd1em05__h256__L2,DONE
srm__id063__tr3__trefr8__vth1__lr0p001__ig1p5__wd0p0001__h500__L2,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id063__tr3__trefr8__vth1__lr0p001__ig1p5__wd0p0001__h500__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id063__tr3__trefr8__vth1__lr0p001__ig1p5__wd0p0001__h500__L2,DONE
srm__id064__tr4__trefr12__vth0p7__lr0p0008__ig1p2__wd0p0001__h256__L2,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id064__tr4__trefr12__vth0p7__lr0p0008__ig1p2__wd0p0001__h256__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id064__tr4__trefr12__vth0p7__lr0p0008__ig1p2__wd0p0001__h256__L2,DONE
srm__id065__tr3__trefr10__vth1__lr0p002__ig1__wd0p0001__h256__L1,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id065__tr3__trefr10__vth1__lr0p002__ig1__wd0p0001__h256__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id065__tr3__trefr10__vth1__lr0p002__ig1__wd0p0001__h256__L1,DONE
srm__id066__tr3__trefr8__vth0p5__lr0p001__ig1p2__wd1em05__h256__L2,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id066__tr3__trefr8__vth0p5__lr0p001__ig1p2__wd1em05__h256__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id066__tr3__trefr8__vth0p5__lr0p001__ig1p2__wd1em05__h256__L2,DONE
srm__id067__tr4__trefr12__vth1__lr0p0003__ig1p2__wd1em05__h384__L1,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id067__tr4__trefr12__vth1__lr0p0003__ig1p2__wd1em05__h384__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id067__tr4__trefr12__vth1__lr0p0003__ig1p2__wd1em05__h384__L1,DONE
srm__id068__tr2__trefr12__vth1__lr0p002__ig0p8__wd1em05__h256__L2,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id068__tr2__trefr12__vth1__lr0p002__ig0p8__wd1em05__h256__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id068__tr2__trefr12__vth1__lr0p002__ig0p8__wd1em05__h256__L2,DONE
srm__id069__tr3__trefr10__vth0p3__lr0p0003__ig1__wd1em05__h384__L2,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id069__tr3__trefr10__vth0p3__lr0p0003__ig1__wd1em05__h384__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id069__tr3__trefr10__vth0p3__lr0p0003__ig1__wd1em05__h384__L2,DONE
srm__id070__tr1p5__trefr6__vth0p7__lr0p002__ig1p5__wd1em05__h256__L2,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id070__tr1p5__trefr6__vth0p7__lr0p002__ig1p5__wd1em05__h256__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id070__tr1p5__trefr6__vth0p7__lr0p002__ig1p5__wd1em05__h256__L2,DONE
srm__id071__tr4__trefr10__vth0p5__lr0p001__ig0p8__wd1em05__h256__L1,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id071__tr4__trefr10__vth0p5__lr0p001__ig0p8__wd1em05__h256__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id071__tr4__trefr10__vth0p5__lr0p001__ig0p8__wd1em05__h256__L1,DONE
srm__id072__tr1p5__trefr8__vth0p3__lr0p0003__ig1__wd0p0001__h500__L2,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id072__tr1p5__trefr8__vth0p3__lr0p0003__ig1__wd0p0001__h500__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id072__tr1p5__trefr8__vth0p3__lr0p0003__ig1__wd0p0001__h500__L2,DONE
srm__id073__tr1p5__trefr12__vth0p7__lr0p002__ig1__wd0__h384__L1,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id073__tr1p5__trefr12__vth0p7__lr0p002__ig1__wd0__h384__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id073__tr1p5__trefr12__vth0p7__lr0p002__ig1__wd0__h384__L1,DONE
srm__id074__tr1p5__trefr8__vth1__lr0p0003__ig1p2__wd0__h500__L1,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id074__tr1p5__trefr8__vth1__lr0p0003__ig1p2__wd0__h500__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id074__tr1p5__trefr8__vth1__lr0p0003__ig1p2__wd0__h500__L1,DONE
srm__id075__tr3__trefr10__vth0p7__lr0p002__ig1p2__wd0p0001__h500__L1,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id075__tr3__trefr10__vth0p7__lr0p002__ig1p2__wd0p0001__h500__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id075__tr3__trefr10__vth0p7__lr0p002__ig1p2__wd0p0001__h500__L1,DONE
srm__id076__tr1p5__trefr12__vth0p7__lr0p001__ig1p2__wd1em05__h500__L2,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id076__tr1p5__trefr12__vth0p7__lr0p001__ig1p2__wd1em05__h500__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id076__tr1p5__trefr12__vth0p7__lr0p001__ig1p2__wd1em05__h500__L2,DONE
srm__id077__tr2__trefr10__vth1__lr0p002__ig1p2__wd1em05__h256__L1,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id077__tr2__trefr10__vth1__lr0p002__ig1p2__wd1em05__h256__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id077__tr2__trefr10__vth1__lr0p002__ig1p2__wd1em05__h256__L1,DONE
srm__id078__tr1p5__trefr10__vth1__lr0p001__ig0p8__wd0__h384__L2,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id078__tr1p5__trefr10__vth1__lr0p001__ig0p8__wd0__h384__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id078__tr1p5__trefr10__vth1__lr0p001__ig0p8__wd0__h384__L2,DONE
srm__id079__tr3__trefr8__vth0p7__lr0p001__ig1p2__wd1em05__h384__L1,srm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/srm__id079__tr3__trefr8__vth0p7__lr0p001__ig1p2__wd1em05__h384__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/srm__id079__tr3__trefr8__vth0p7__lr0p001__ig1p2__wd1em05__h384__L1,DONE
dynsrm__id080__tr2__trefr6__vth0p3__lr0p001__ig1p5__wd0p0001__h256__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id080__tr2__trefr6__vth0p3__lr0p001__ig1p5__wd0p0001__h256__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id080__tr2__trefr6__vth0p3__lr0p001__ig1p5__wd0p0001__h256__L1,DONE
dynsrm__id081__tr3__trefr12__vth0p5__lr0p0008__ig1__wd1em05__h384__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id081__tr3__trefr12__vth0p5__lr0p0008__ig1__wd1em05__h384__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id081__tr3__trefr12__vth0p5__lr0p0008__ig1__wd1em05__h384__L1,DONE
dynsrm__id082__tr2__trefr8__vth0p5__lr0p001__ig1p5__wd0p0001__h256__L2,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id082__tr2__trefr8__vth0p5__lr0p001__ig1p5__wd0p0001__h256__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id082__tr2__trefr8__vth0p5__lr0p001__ig1p5__wd0p0001__h256__L2,DONE
dynsrm__id083__tr3__trefr10__vth0p3__lr0p0008__ig0p8__wd0p0001__h500__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id083__tr3__trefr10__vth0p3__lr0p0008__ig0p8__wd0p0001__h500__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id083__tr3__trefr10__vth0p3__lr0p0008__ig0p8__wd0p0001__h500__L1,DONE
dynsrm__id084__tr4__trefr8__vth0p5__lr0p001__ig1p2__wd0p0001__h256__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id084__tr4__trefr8__vth0p5__lr0p001__ig1p2__wd0p0001__h256__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id084__tr4__trefr8__vth0p5__lr0p001__ig1p2__wd0p0001__h256__L1,DONE
dynsrm__id085__tr4__trefr6__vth1__lr0p0008__ig1__wd0p0001__h256__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id085__tr4__trefr6__vth1__lr0p0008__ig1__wd0p0001__h256__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id085__tr4__trefr6__vth1__lr0p0008__ig1__wd0p0001__h256__L1,DONE
dynsrm__id086__tr4__trefr8__vth1__lr0p001__ig0p8__wd0p0001__h384__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id086__tr4__trefr8__vth1__lr0p001__ig0p8__wd0p0001__h384__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id086__tr4__trefr8__vth1__lr0p001__ig0p8__wd0p0001__h384__L1,DONE
dynsrm__id087__tr1p5__trefr10__vth0p3__lr0p0003__ig0p8__wd1em05__h384__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id087__tr1p5__trefr10__vth0p3__lr0p0003__ig0p8__wd1em05__h384__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id087__tr1p5__trefr10__vth0p3__lr0p0003__ig0p8__wd1em05__h384__L1,DONE
dynsrm__id088__tr1p5__trefr12__vth0p5__lr0p001__ig1__wd0__h500__L2,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id088__tr1p5__trefr12__vth0p5__lr0p001__ig1__wd0__h500__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id088__tr1p5__trefr12__vth0p5__lr0p001__ig1__wd0__h500__L2,DONE
dynsrm__id089__tr4__trefr8__vth0p5__lr0p0008__ig1__wd0__h500__L2,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id089__tr4__trefr8__vth0p5__lr0p0008__ig1__wd0__h500__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id089__tr4__trefr8__vth0p5__lr0p0008__ig1__wd0__h500__L2,DONE
dynsrm__id090__tr3__trefr8__vth1__lr0p002__ig1p5__wd0p0001__h384__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id090__tr3__trefr8__vth1__lr0p002__ig1p5__wd0p0001__h384__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id090__tr3__trefr8__vth1__lr0p002__ig1p5__wd0p0001__h384__L1,DONE
dynsrm__id091__tr1p5__trefr6__vth0p5__lr0p002__ig1__wd0__h384__L2,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id091__tr1p5__trefr6__vth0p5__lr0p002__ig1__wd0__h384__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id091__tr1p5__trefr6__vth0p5__lr0p002__ig1__wd0__h384__L2,DONE
dynsrm__id092__tr2__trefr12__vth1__lr0p0003__ig1__wd0__h384__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id092__tr2__trefr12__vth1__lr0p0003__ig1__wd0__h384__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id092__tr2__trefr12__vth1__lr0p0003__ig1__wd0__h384__L1,DONE
dynsrm__id093__tr1p5__trefr12__vth1__lr0p001__ig1p2__wd1em05__h256__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id093__tr1p5__trefr12__vth1__lr0p001__ig1p2__wd1em05__h256__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id093__tr1p5__trefr12__vth1__lr0p001__ig1p2__wd1em05__h256__L1,DONE
dynsrm__id094__tr1p5__trefr8__vth0p5__lr0p001__ig1p5__wd1em05__h500__L2,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id094__tr1p5__trefr8__vth0p5__lr0p001__ig1p5__wd1em05__h500__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id094__tr1p5__trefr8__vth0p5__lr0p001__ig1p5__wd1em05__h500__L2,DONE
dynsrm__id095__tr3__trefr10__vth0p3__lr0p001__ig1p5__wd1em05__h500__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id095__tr3__trefr10__vth0p3__lr0p001__ig1p5__wd1em05__h500__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id095__tr3__trefr10__vth0p3__lr0p001__ig1p5__wd1em05__h500__L1,DONE
dynsrm__id096__tr3__trefr10__vth0p3__lr0p002__ig1p2__wd1em05__h500__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id096__tr3__trefr10__vth0p3__lr0p002__ig1p2__wd1em05__h500__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id096__tr3__trefr10__vth0p3__lr0p002__ig1p2__wd1em05__h500__L1,DONE
dynsrm__id097__tr4__trefr12__vth0p3__lr0p0003__ig1p5__wd0__h256__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id097__tr4__trefr12__vth0p3__lr0p0003__ig1p5__wd0__h256__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id097__tr4__trefr12__vth0p3__lr0p0003__ig1p5__wd0__h256__L1,DONE
dynsrm__id098__tr1p5__trefr6__vth0p5__lr0p0003__ig1p2__wd0__h500__L2,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id098__tr1p5__trefr6__vth0p5__lr0p0003__ig1p2__wd0__h500__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id098__tr1p5__trefr6__vth0p5__lr0p0003__ig1p2__wd0__h500__L2,DONE
dynsrm__id099__tr1p5__trefr6__vth0p3__lr0p0008__ig1p2__wd0p0001__h384__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id099__tr1p5__trefr6__vth0p3__lr0p0008__ig1p2__wd0p0001__h384__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id099__tr1p5__trefr6__vth0p3__lr0p0008__ig1p2__wd0p0001__h384__L1,DONE
dynsrm__id100__tr4__trefr8__vth0p7__lr0p001__ig1__wd0p0001__h500__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id100__tr4__trefr8__vth0p7__lr0p001__ig1__wd0p0001__h500__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id100__tr4__trefr8__vth0p7__lr0p001__ig1__wd0p0001__h500__L1,DONE
dynsrm__id101__tr4__trefr6__vth0p7__lr0p0008__ig1__wd1em05__h384__L2,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id101__tr4__trefr6__vth0p7__lr0p0008__ig1__wd1em05__h384__L2.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id101__tr4__trefr6__vth0p7__lr0p0008__ig1__wd1em05__h384__L2,DONE
dynsrm__id102__tr4__trefr12__vth0p3__lr0p0008__ig1__wd1em05__h384__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id102__tr4__trefr12__vth0p3__lr0p0008__ig1__wd1em05__h384__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id102__tr4__trefr12__vth0p3__lr0p0008__ig1__wd1em05__h384__L1,DONE
dynsrm__id103__tr4__trefr8__vth0p3__lr0p002__ig1p5__wd0__h384__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id103__tr4__trefr8__vth0p3__lr0p002__ig1p5__wd0__h384__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id103__tr4__trefr8__vth0p3__lr0p002__ig1p5__wd0__h384__L1,DONE
dynsrm__id104__tr3__trefr8__vth0p3__lr0p001__ig1p5__wd1em05__h384__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id104__tr3__trefr8__vth0p3__lr0p001__ig1p5__wd1em05__h384__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id104__tr3__trefr8__vth0p3__lr0p001__ig1p5__wd1em05__h384__L1,DONE
dynsrm__id105__tr4__trefr12__vth0p5__lr0p001__ig0p8__wd0__h500__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id105__tr4__trefr12__vth0p5__lr0p001__ig0p8__wd0__h500__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id105__tr4__trefr12__vth0p5__lr0p001__ig0p8__wd0__h500__L1,DONE
dynsrm__id106__tr2__trefr6__vth0p5__lr0p002__ig0p8__wd1em05__h256__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id106__tr2__trefr6__vth0p5__lr0p002__ig0p8__wd1em05__h256__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id106__tr2__trefr6__vth0p5__lr0p002__ig0p8__wd1em05__h256__L1,DONE
dynsrm__id107__tr2__trefr6__vth0p7__lr0p001__ig0p8__wd1em05__h384__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id107__tr2__trefr6__vth0p7__lr0p001__ig0p8__wd1em05__h384__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id107__tr2__trefr6__vth0p7__lr0p001__ig0p8__wd1em05__h384__L1,DONE
dynsrm__id108__tr4__trefr6__vth0p7__lr0p002__ig0p8__wd0p0001__h256__L1,dynsrm,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/configs/dynsrm__id108__tr4__trefr6__vth0p7__lr0p002__ig0p8__wd0p0001__h256__L1.json,/home/yhxu/spikingjelly/spikingjelly/spikingjelly/SNNFF/BP/SHD/result/fintune/shd_bp/runs/dynsrm__id108__tr4__trefr6__vth0p7__lr0p002__ig0p8__wd0p0001__h256__L1,DONE
